domain,agency,status,redirect,xml,items,pdfs
elderjustice.gov,"Department of Justice",404,"https://www.justice.gov/elderjustice/sitemap.xml",false,0,0
deaecom.gov,"Department of Justice",404,"https://deaecom.gov/sitemap.xml",false,0,0
cybercrime.gov,"Department of Justice",200,"https://www.justice.gov/criminal/criminal-ccips",false,0,0
dea.gov,"Department of Justice",404,"https://www.dea.gov/sitemap.xml",false,0,0
crimevictims.gov,"Department of Justice",404,"https://ovc.ojp.gov/redirect-legacy/crimevictims/sitemap.xml",false,0,0
crimesolutions.gov,"Department of Justice",200,"https://crimesolutions.ojp.gov/sitemap.xml",true,808,0
campusdrugprevention.gov,"Department of Justice",404,"https://www.campusdrugprevention.gov/sitemap.xml",false,0,0
bop.gov,"Department of Justice",200,"https://www.bop.gov/PublicInfo/execute/foiadoc?todo=query&output=xml",false,0,403
bjs.gov,"Department of Justice",200,"https://bjs.ojp.gov/",false,0,3
biometriccoe.gov,"Department of Justice",200,"https://www.fbi.gov/?came_from=https%3A//www.fbi.gov/services/cjis/fingerprints-and-other-biometrics/biometric-center-of-excellence-1",false,0,1
bats.gov,"Department of Justice",500,"https://bats.gov/sitemap.xml",false,0,0
atfonline.gov,"Department of Justice",500,"undefined",false,0,0
cjis.gov,"Department of Justice",200,"http://www.cjis.gov/sitemap.xml",false,0,3
amberalert.gov,"Department of Justice",200,"https://amberalert.ojp.gov/sitemap.xml",true,108,0
ada.gov,"Department of Justice",200,"https://www.ada.gov/sitemap.xml",true,79,0
opportunityzones.gov,"Department of Housing and Urban Development",404,"https://opportunityzones.hud.gov/sitemap.xml",false,0,0
atf.gov,"Department of Justice",200,"https://www.atf.gov/sitemap.xml",true,16289,0
nls.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/",false,0,1
nationalhousinglocator.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/",false,0,1
nhl.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/",false,0,1
bja.gov,"Department of Justice",500,"undefined",false,0,0
huduser.gov,"Department of Housing and Urban Development",404,"https://www.huduser.gov/sitemap.xml",false,0,0
nationalhousing.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/",false,0,1
hudoig.gov,"Department of Housing and Urban Development",410,"https://hudoig.gov/sitemap.xml",false,0,0
ginniemae.gov,"Department of Housing and Urban Development",404,"https://www.ginniemae.gov/sitemap.xml",false,0,0
hud.gov,"Department of Housing and Urban Development",404,"https://www.hud.gov/sitemap.xml",false,0,0
hudhomestore.gov,"Department of Housing and Urban Development",500,"https://www.hudhomestore.gov/sitemap.xml",false,0,0
fha.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/fha",false,0,3
usss.gov,"Department of Homeland Security",200,"https://www.secretservice.gov/",false,0,3
disasterhousing.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/",false,0,1
uscg.gov,"Department of Homeland Security",500,"undefined",false,0,0
uscis.gov,"Department of Homeland Security",200,"https://www.uscis.gov/sitemap.xml",true,0,0
tsa.gov,"Department of Homeland Security",200,"https://www.tsa.gov/sitemap.xml",true,0,0
us-cert.gov,"Department of Homeland Security",200,"https://www.cisa.gov/sitemap.xml",true,0,0
stopransomware.gov,"Department of Homeland Security",200,"https://www.cisa.gov/stopransomware",false,0,0
together.gov,"Department of Homeland Security",404,"https://www.together.gov/sitemap.xml",false,0,0
secretservice.gov,"Department of Homeland Security",200,"https://www.secretservice.gov/sitemap.xml",true,3074,0
schoolsafety.gov,"Department of Homeland Security",200,"https://www.schoolsafety.gov/sitemap.xml",true,1370,0
readybusiness.gov,"Department of Homeland Security",200,"https://www.ready.gov/business",false,0,0
safetyact.gov,"Department of Homeland Security",404,"https://www.safetyact.gov/sitemap.xml",false,0,0
ready.gov,"Department of Homeland Security",200,"https://www.ready.gov/sitemap.xml",true,379,0
power2prevent.gov,"Department of Homeland Security",500,"undefined",false,0,0
ns.gov,"Department of Homeland Security",500,"undefined",false,0,0
preventionresourcefinder.gov,"Department of Homeland Security",200,"https://www.dhs.gov/prevention",false,0,0
nmsc.gov,"Department of Homeland Security",500,"undefined",false,0,0
niem.gov,"Department of Homeland Security",200,"https://www.niem.gov/sitemap.xml",true,547,0
know2protect.gov,"Department of Homeland Security",200,"https://www.dhs.gov/know2protect",false,0,0
listo.gov,"Department of Homeland Security",404,"https://www.ready.gov/es/sitemap.xml",false,0,0
ice.gov,"Department of Homeland Security",200,"https://www.ice.gov/sitemap.xml",true,0,0
juntos.gov,"Department of Homeland Security",404,"https://www.juntos.gov/sitemap.xml",false,0,0
homelandsecurity.gov,"Department of Homeland Security",200,"https://www.dhs.gov/",false,0,0
globalentry.gov,"Department of Homeland Security",200,"https://www.cbp.gov/travel/trusted-traveler-programs/global-entry",false,0,0
get.gov,"Department of Homeland Security",200,"https://get.gov/sitemap.xml",true,44,0
floodsmart.gov,"Department of Homeland Security",200,"https://www.floodsmart.gov/sitemap.xml",true,116,0
fletc.gov,"Department of Homeland Security",200,"https://www.fletc.gov/sitemap.xml",true,915,0
nic.gov,"Department of Homeland Security",403,"undefined",false,0,0
firstrespondertraining.gov,"Department of Homeland Security",404,"https://www.firstrespondertraining.gov/sitemap.xml",false,0,0
fleta.gov,"Department of Homeland Security",200,"https://www.fleta.gov/sitemap.xml",true,1,0
fema.gov,"Department of Homeland Security",200,"https://www.fema.gov/sitemap.xml",true,0,0
evus.gov,"Department of Homeland Security",404,"https://www.evus.gov/sitemap.xml",false,0,0
dotgov.gov,"Department of Homeland Security",200,"https://get.gov/sitemap.xml",true,44,0
everify.gov,"Department of Homeland Security",200,"https://www.e-verify.gov/sitemap.xml",true,1434,432
dns.gov,"Department of Homeland Security",500,"undefined",false,0,0
e-verify.gov,"Department of Homeland Security",200,"https://www.e-verify.gov/sitemap.xml",true,1434,432
disasterassistance.gov,"Department of Homeland Security",200,"https://www.disasterassistance.gov/sitemap.xml",true,226,0
dhs.gov,"Department of Homeland Security",200,"https://www.dhs.gov/sitemap.xml",true,0,0
cybersecurity.gov,"Department of Homeland Security",200,"https://www.cisa.gov/sitemap.xml",true,0,0
cyber.gov,"Department of Homeland Security",200,"https://www.cisa.gov/sitemap.xml",true,0,0
cisa.gov,"Department of Homeland Security",200,"https://www.cisa.gov/sitemap.xml",true,0,0
cpnireporting.gov,"Department of Homeland Security",404,"undefined",false,0,0
cbp.gov,"Department of Homeland Security",200,"https://www.cbp.gov/sitemap.xml",true,0,0
biometrics.gov,"Department of Homeland Security",200,"https://www.dhs.gov/biometrics",false,0,0
womenshealth.gov,"Department of Health and Human Services",404,"https://womenshealth.gov/sitemap.xml",false,0,0
youth.gov,"Department of Health and Human Services",200,"https://youth.gov/sitemap.xml",true,0,0
whitehouseconferenceonaging.gov,"Department of Health and Human Services",404,"https://whitehouseconferenceonaging.gov/sitemap.xml",false,0,0
visforvaccinated.gov,"Department of Health and Human Services",404,"undefined",false,0,0
vacuna.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/es/",false,0,0
vacunas.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/es/",false,0,0
vacines.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/en/",false,0,0
vacine.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/en/",false,0,0
vaccine.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/en/",false,0,0
vaccines.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/en/",false,0,0
usbm.gov,"Department of Health and Human Services",500,"undefined",false,0,0
usphs.gov,"Department of Health and Human Services",404,"https://www.usphs.gov/sitemap.xml",false,0,0
tox21.gov,"Department of Health and Human Services",200,"https://tox21.gov/sitemap_index.xml",true,0,0
tobacco.gov,"Department of Health and Human Services",200,"https://betobaccofree.hhs.gov/sitemap.xml",true,5,0
therealcost.gov,"Department of Health and Human Services",200,"https://therealcost.betobaccofree.hhs.gov/sitemap.xml",true,42,0
thebraininitiative.gov,"Department of Health and Human Services",500,"https://braininitiative.nih.govsitemap.xml/",false,0,0
surgeongeneral.gov,"Department of Health and Human Services",404,"https://www.hhs.gov/surgeongeneral/not-found/sitemap.xml",false,0,0
stopbullying.gov,"Department of Health and Human Services",200,"https://www.stopbullying.gov/sitemap.xml",true,548,65
stopalcoholabuse.gov,"Department of Health and Human Services",200,"https://www.stopalcoholabuse.gov/sitemap.xml",true,795,0
whaging.gov,"Department of Health and Human Services",500,"undefined",false,0,0
simplereport.gov,"Department of Health and Human Services",200,"https://www.simplereport.gov/sitemap.xml",true,52,2
selectagents.gov,"Department of Health and Human Services",404,"https://selectagents.gov/sitemap.xml",false,0,0
thisfreelife.gov,"Department of Health and Human Services",500,"undefined",false,0,0
reproductivehealthservices.gov,"Department of Health and Human Services",200,"https://reproductivehealthservices.gov/sitemap.xml",false,0,0
recoverymonth.gov,"Department of Health and Human Services",200,"https://www.samhsa.gov/recovery-month",false,0,0
pubmed.gov,"Department of Health and Human Services",404,"https://pubmed.ncbi.nlm.nih.gov/sitemap.xml",false,0,0
samhsa.gov,"Department of Health and Human Services",400,"undefined",false,0,0
psc.gov,"Department of Health and Human Services",200,"https://www.hhs.gov/about/agencies/asa/psc/index.html",false,0,0
phe.gov,"Department of Health and Human Services",403,"undefined",false,0,0
pandemicflu.gov,"Department of Health and Human Services",200,"https://www.cdc.gov/pandemic-flu/index.html",false,0,0
organdonor.gov,"Department of Health and Human Services",200,"https://www.organdonor.gov/sitemap.xml",true,353,0
smokefree.gov,"Department of Health and Human Services",500,"undefined",false,0,0
opioids.gov,"Department of Health and Human Services",404,"https://www.hhs.gov/opioids/sitemap.xml",false,0,0
niosh.gov,"Department of Health and Human Services",500,"undefined",false,0,0
nnlm.gov,"Department of Health and Human Services",200,"https://www.nnlm.gov/sitemap.xml",true,2051,0
nih.gov,"Department of Health and Human Services",200,"https://www.nih.gov/sitemap.xml",true,0,0
nextlegends.gov,"Department of Health and Human Services",200,"https://therealcost.betobaccofree.hhs.gov/nextlegends",false,0,0
ncifcrf.gov,"Department of Health and Human Services",500,"undefined",false,0,0
nlm.gov,"Department of Health and Human Services",200,"https://www.nlm.nih.gov/sitemap.xml",true,22222,4444
mymedicare.gov,"Department of Health and Human Services",200,"https://www.medicare.gov/my/home",false,0,0
mesh.gov,"Department of Health and Human Services",200,"https://meshb.nlm.nih.gov/",false,0,0
medicare.gov,"Department of Health and Human Services",200,"https://www.medicare.gov/sitemap.xml",true,384,0
mentalhealth.gov,"Department of Health and Human Services",200,"https://www.samhsa.gov/core/install.php",false,0,0
medicalbillrights.gov,"Department of Health and Human Services",500,"undefined",false,0,0
medlineplus.gov,"Department of Health and Human Services",200,"https://medlineplus.gov/sitemap.xml",true,25319,0
medicaid.gov,"Department of Health and Human Services",200,"https://www.medicaid.gov/sitemap.xml",true,0,0
medicalcountermeasures.gov,"Department of Health and Human Services",404,"https://www.medicalcountermeasures.gov/sitemap.xml",false,0,0
longtermcare.gov,"Department of Health and Human Services",404,"https://acl.gov/ltc/sitemap.xml",false,0,0
ihs.gov,"Department of Health and Human Services",200,"https://www.ihs.gov/sitemap.xml",true,6344,0
idealab.gov,"Department of Health and Human Services",503,"undefined",false,0,0
hiv.gov,"Department of Health and Human Services",200,"https://www.hiv.gov/sitemap-index.xml",true,0,0
insurekidsnow.gov,"Department of Health and Human Services",200,"https://www.insurekidsnow.gov/sitemap.xml",true,1222,0
hrsa.gov,"Department of Health and Human Services",200,"https://www.hrsa.gov/sitemap.xml",true,1505,0
hhs.gov,"Department of Health and Human Services",200,"https://www.hhs.gov/sitemap.xml",true,0,0
hearttruth.gov,"Department of Health and Human Services",200,"https://www.nhlbi.nih.gov/health-topics/education-and-awareness/heart-truth",false,0,0
healthypeople.gov,"Department of Health and Human Services",404,"https://odphp.health.gov/healthypeople/sitemap.xml",false,0,0
hhsops.gov,"Department of Health and Human Services",500,"undefined",false,0,0
healthindicators.gov,"Department of Health and Human Services",500,"undefined",false,0,0
healthit.gov,"Department of Health and Human Services",200,"https://www.healthit.gov/sitemap.xml",true,1733,1
healthfinder.gov,"Department of Health and Human Services",404,"https://odphp.health.gov/myhealthfinder/sitemap.xml",false,0,0
hhsoig.gov,"Department of Health and Human Services",500,"undefined",false,0,0
healthdata.gov,"Department of Health and Human Services",200,"https://s3.amazonaws.com/sa-socrata-sitemaps-us-east-1-fedramp-prod/sitemaps/sitemap-healthdata.gov.xml",true,0,0
healthcare.gov,"Department of Health and Human Services",200,"https://www.healthcare.gov/sitemap-index.xml",true,0,0
health.gov,"Department of Health and Human Services",200,"https://health.gov/sitemap.xml",true,1,0
hc.gov,"Department of Health and Human Services",500,"undefined",false,0,0
guidelines.gov,"Department of Health and Human Services",403,"undefined",false,0,0
guideline.gov,"Department of Health and Human Services",403,"undefined",false,0,0
grants.gov,"Department of Health and Human Services",200,"https://grants.gov/sitemap.xml",true,212,0
gmta.gov,"Department of Health and Human Services",404,"https://gmta.gov/sitemap.xml",false,0,0
globalhealth.gov,"Department of Health and Human Services",200,"https://www.hhs.gov/about/agencies/oga/index.html",false,0,0
girlshealth.gov,"Department of Health and Human Services",404,"https://girlshealth.gov/sitemap.xml",false,0,0
grantsolutions.gov,"Department of Health and Human Services",404,"https://www.grantsolutions.gov/sitemap.xml",false,0,0
genome.gov,"Department of Health and Human Services",200,"https://www.genome.gov/sitemap.xml",true,2023,0
fruitsandveggiesmatter.gov,"Department of Health and Human Services",500,"undefined",false,0,0
freshempire.gov,"Department of Health and Human Services",500,"undefined",false,0,0
flu.gov,"Department of Health and Human Services",500,"undefined",false,0,0
foodsafety.gov,"Department of Health and Human Services",500,"undefined",false,0,0
findtreatment.gov,"Department of Health and Human Services",200,"https://www.findtreatment.gov/sitemap.xml",false,0,0
fda.gov,"Department of Health and Human Services",200,"https://www.fda.gov/sitemap.xml",true,0,0
fitness.gov,"Department of Health and Human Services",200,"https://odphp.health.gov/pcsfn",false,0,0
findsupport.gov,"Department of Health and Human Services",404,"https://www.samhsa.gov/find-support/sitemap.xml",false,0,0
fatherhood.gov,"Department of Health and Human Services",403,"undefined",false,0,0
familyplanning.gov,"Department of Health and Human Services",200,"https://familyplanning.gov/sitemap.xml",false,0,0
everytrycounts.gov,"Department of Health and Human Services",200,"https://everytrycounts.betobaccofree.hhs.gov/",false,0,0
encuentraapoyo.gov,"Department of Health and Human Services",404,"https://www.samhsa.gov/encuentra-apoyo/sitemap.xml",false,0,0
drugabuse.gov,"Department of Health and Human Services",200,"https://nida.nih.gov/sitemap.xml",true,1482,0
eldercare.gov,"Department of Health and Human Services",404,"https://eldercare.acl.gov/sitemap.xml",false,0,0
donaciondeorganos.gov,"Department of Health and Human Services",200,"https://donaciondeorganos.gov/sitemap.xml",true,353,0
docline.gov,"Department of Health and Human Services",404,"https://www.docline.gov/sitemap.xml",false,0,0
dhhs.gov,"Department of Health and Human Services",200,"https://www.hhs.gov/sitemap.xml",true,0,0
cuidadodesalud.gov,"Department of Health and Human Services",200,"https://www.cuidadodesalud.gov/es/sitemap-index.xml",true,0,0
covidtests.gov,"Department of Health and Human Services",403,"https://covidtests.gov/sitemap.xml",false,0,0
diabetescommittee.gov,"Department of Health and Human Services",404,"https://www.niddk.nih.gov/not-found?404url=www.diabetescommittee.gov/sitemap.xml",false,0,0
covidtest.gov,"Department of Health and Human Services",403,"https://covidtest.gov/sitemap.xml",false,0,0
coronavirus.gov,"Department of Health and Human Services",200,"https://www.cdc.gov/covid/index.html",false,0,0
covid.gov,"Department of Health and Human Services",200,"https://www.covid.gov/sitemap.xml",true,328,0
cms.gov,"Department of Health and Human Services",200,"https://www.cms.gov/sitemap.xml",true,0,0
clinicaltrials.gov,"Department of Health and Human Services",200,"https://clinicaltrials.gov/sitemap.xml",false,0,0
collegedrinkingprevention.gov,"Department of Health and Human Services",200,"https://arcr.niaaa.nih.gov/sitemap.xml",true,259,0
clinicaltrial.gov,"Department of Health and Human Services",500,"undefined",false,0,0
childwelfare.gov,"Department of Health and Human Services",200,"https://www.childwelfare.gov/sitemap-index.xml",true,0,0
childcare.gov,"Department of Health and Human Services",200,"https://childcare.gov/sitemap.xml",true,100,0
cdcpartners.gov,"Department of Health and Human Services",500,"undefined",false,0,0
cdc.gov,"Department of Health and Human Services",200,"https://www.cdc.gov/wcms-auto-sitemap-index.xml",true,0,0
cancer.gov,"Department of Health and Human Services",200,"https://www.cancer.gov/sitemap.xml",true,0,0
cerebrosano.gov,"Department of Health and Human Services",500,"undefined",false,0,0
brainhealth.gov,"Department of Health and Human Services",500,"undefined",false,0,0
brain.gov,"Department of Health and Human Services",200,"https://braininitiative.nih.gov/sitemap.xml",true,50,0
birthcontrol.gov,"Department of Health and Human Services",200,"https://birthcontrol.gov/sitemap.xml",false,0,0
bam.gov,"Department of Health and Human Services",500,"undefined",false,0,0
aspr.gov,"Department of Health and Human Services",500,"undefined",false,0,0
betobaccofree.gov,"Department of Health and Human Services",200,"https://betobaccofree.hhs.gov/sitemap.xml",true,5,0
arpah.gov,"Department of Health and Human Services",404,"https://arpa-h.gov/sitemap.xml",false,0,0
arpa-h.gov,"Department of Health and Human Services",404,"https://arpa-h.gov/sitemap.xml",false,0,0
alzheimers.gov,"Department of Health and Human Services",403,"undefined",false,0,0
aids.gov,"Department of Health and Human Services",200,"https://www.hiv.gov/sitemap-index.xml",true,0,0
ahrq.gov,"Department of Health and Human Services",403,"undefined",false,0,0
ahcpr.gov,"Department of Health and Human Services",403,"undefined",false,0,0
aoa.gov,"Department of Health and Human Services",500,"undefined",false,0,0
agingstats.gov,"Department of Health and Human Services",502,"undefined",false,0,0
aging.gov,"Department of Health and Human Services",404,"https://www.hhs.gov/aging/sitemap.xml",false,0,0
acl.gov,"Department of Health and Human Services",404,"https://acl.gov/sitemap.xml",false,0,0
bioethics.gov,"Department of Health and Human Services",500,"undefined",false,0,0
988.gov,"Department of Health and Human Services",200,"https://988lifeline.org/sitemap.xml",true,153,0
ymp.gov,"Department of Energy",500,"undefined",false,0,0
acf.gov,"Department of Health and Human Services",200,"https://www.acf.hhs.gov/sitemap.xml",true,0,0
afterschool.gov,"Department of Health and Human Services",500,"undefined",false,0,0
unnpp.gov,"Department of Energy",500,"undefined",false,0,0
wapa.gov,"Department of Energy",200,"https://www.wapa.gov/sitemap.xml",true,0,0
unrpnet.gov,"Department of Energy",500,"undefined",false,0,0
srs.gov,"Department of Energy",403,"https://www.srs.gov/sitemap.xml",false,0,0
srnl.gov,"Department of Energy",200,"https://www.srnl.gov/sitemap_index.xml",true,0,0
solardecathlon.gov,"Department of Energy",500,"undefined",false,0,0
sns.gov,"Department of Energy",200,"https://sns.gov/sitemap.xml",true,1896,0
smartgrid.gov,"Department of Energy",403,"undefined",false,0,0
science.gov,"Department of Energy",404,"https://science.gov/sitemap.xml",false,0,0
scidac.gov,"Department of Energy",404,"https://scidac.gov/sitemap.xml",false,0,0
sandia.gov,"Department of Energy",200,"https://www.sandia.gov/wp-sitemap.xml",true,0,0
swpa.gov,"Department of Energy",500,"undefined",false,0,0
rideelectric.gov,"Department of Energy",200,"https://driveelectric.gov/ride",false,0,6
rl.gov,"Department of Energy",500,"undefined",false,0,0
pppo.gov,"Department of Energy",500,"undefined",false,0,0
pr100.gov,"Department of Energy",200,"https://pr100.gov/sitemap.xml",false,0,0
safgrandchallenge.gov,"Department of Energy",500,"undefined",false,0,0
pnnl.gov,"Department of Energy",200,"https://www.pnnl.gov/sitemap.xml",true,0,0
pnl.gov,"Department of Energy",200,"https://www.pnnl.gov/sitemap.xml",true,0,0
pcast.gov,"Department of Energy",500,"undefined",false,0,0
ornl.gov,"Department of Energy",200,"https://www.ornl.gov/sitemap.xml",true,0,0
osti.gov,"Department of Energy",200,"https://www.osti.gov/sitemap_ostigov/xml",false,0,0
orau.gov,"Department of Energy",200,"https://orise.orau.gov/nsf-msgi/",false,0,0
ntrc.gov,"Department of Energy",500,"undefined",false,0,0
nrelhub.gov,"Department of Energy",500,"undefined",false,0,0
nrel.gov,"Department of Energy",404,"https://www.nrel.gov/sitemap.xml",false,0,0
nnss.gov,"Department of Energy",200,"https://nnss.gov/sitemap_index.xml",true,0,0
pppl.gov,"Department of Energy",200,"https://www.pppl.gov/sitemap.xml",true,1120,0
neup.gov,"Department of Energy",500,"https://neup.gov/sitemap.xml",false,0,0
ncrc.gov,"Department of Energy",404,"https://www.ncrc.gov/sitemap.xml",false,0,0
nccs.gov,"Department of Energy",500,"undefined",false,0,0
llnl.gov,"Department of Energy",200,"https://www.llnl.gov/sitemap.xml",true,2000,0
nersc.gov,"Department of Energy",200,"https://www.nersc.gov/sitemap.xml",true,0,0
lbl.gov,"Department of Energy",200,"https://www.lbl.gov/sitemap_index.xml",true,0,0
isotopes.gov,"Department of Energy",404,"https://isotopes.gov/sitemap.xml",false,0,0
lanl.gov,"Department of Energy",200,"https://www.lanl.gov/sitemap.xml",true,2925,0
nuclear.gov,"Department of Energy",500,"undefined",false,0,0
inel.gov,"Department of Energy",500,"undefined",false,0,0
inl.gov,"Department of Energy",200,"https://inl.gov/sitemap_index.xml",true,0,0
hydrogen.gov,"Department of Energy",200,"https://www.hydrogen.energy.gov/interagency",false,0,3
homeenergyscore.gov,"Department of Energy",500,"undefined",false,0,0
fueleconomy.gov,"Department of Energy",500,"https://fueleconomy.gov/sitemap.xml",false,0,0
hanford.gov,"Department of Energy",500,"undefined",false,0,0
fnal.gov,"Department of Energy",404,"https://fnal.gov/sitemap.xml",false,0,0
energysavers.gov,"Department of Energy",500,"undefined",false,0,0
energysaver.gov,"Department of Energy",500,"undefined",false,0,0
energycommunities.gov,"Department of Energy",200,"https://energycommunities.gov/sitemap_index.xml",true,0,0
energycodes.gov,"Department of Energy",404,"https://www.energycodes.gov/sitemap.xml",false,0,0
energy.gov,"Department of Energy",403,"undefined",false,0,0
driveelectric.gov,"Department of Energy",404,"https://driveelectric.gov/sitemap.xml",false,0,0
eia.gov,"Department of Energy",200,"https://www.eia.gov/sitemap_eia04_2021.xml",false,0,0
doe.gov,"Department of Energy",403,"undefined",false,0,0
cendi.gov,"Department of Energy",404,"https://cendi.gov/sitemap.xml",false,0,0
cebaf.gov,"Department of Energy",500,"undefined",false,0,0
casl.gov,"Department of Energy",404,"http://www.casl.gov/sitemap.xml",false,0,0
isotope.gov,"Department of Energy",500,"undefined",false,0,0
citap.gov,"Department of Energy",404,"https://citap.gov/sitemap.xml",false,0,0
bnl.gov,"Department of Energy",404,"https://www.bnl.gov/sitemap.xml",false,0,0
biomassboard.gov,"Department of Energy",404,"https://biomassboard.gov/sitemap.xml",false,0,0
bpa.gov,"Department of Energy",200,"https://www.bpa.gov/sitemap.xml",false,0,0
anl.gov,"Department of Energy",403,"undefined",false,0,0
ameslab.gov,"Department of Energy",404,"https://www.ameslab.gov/sitemap.xml",false,0,0
arm.gov,"Department of Energy",404,"https://arm.gov/sitemap.xml",false,0,0
studentloans.gov,"Department of Education",200,"https://studentaid.gov/sitemap.xml",true,2494,0
studentaid.gov,"Department of Education",200,"https://studentaid.gov/sitemap.xml",true,2494,0
nagb.gov,"Department of Education",200,"https://www.nagb.gov/sitemap.xml",true,998,0
nationsreportcard.gov,"Department of Education",404,"https://www.nationsreportcard.gov/sitemap.xml",false,0,0
fafsa.gov,"Department of Education",200,"https://studentaid.gov/h/apply-for-aid/fafsa",false,0,0
g5.gov,"Department of Education",200,"https://g5.gov/sitemap.xml",false,0,0
buildingamerica.gov,"Department of Energy",500,"undefined",false,0,0
ed.gov,"Department of Education",200,"https://www.ed.gov/sitemap.xml",true,0,0
collegenavigator.gov,"Department of Education",200,"https://nces.ed.gov/collegenavigator/",false,0,0
childstats.gov,"Department of Education",404,"https://www.childstats.gov/sitemap.xml",false,0,0
tswg.gov,"Department of Defense",404,"https://tswg.gov/sitemap.xml",false,0,0
tak.gov,"Department of Defense",421,"undefined",false,0,0
oneaftac.gov,"Department of Defense",500,"undefined",false,0,0
usandc.gov,"Department of Defense",500,"undefined",false,0,0
budgetlob.gov,"Department of Education",500,"undefined",false,0,0
oea.gov,"Department of Defense",500,"undefined",false,0,0
nsa.gov,"Department of Defense",404,"https://www.nsa.gov/sitemap.xml",false,0,0
oldcc.gov,"Department of Defense",500,"undefined",false,0,0
nro.gov,"Department of Defense",404,"https://www.nro.gov/sitemap.xml",false,0,0
nrd.gov,"Department of Defense",200,"https://nrd.gov/sitemap.xml",true,121,0
nbib.gov,"Department of Defense",200,"https://www.dcsa.mil/",false,0,1
nationalresourcedirectory.gov,"Department of Defense",200,"https://nrd.gov/sitemap.xml",true,121,0
mtmc.gov,"Department of Defense",500,"undefined",false,0,0
lps.gov,"Department of Defense",404,"http://www.lps.gov/sitemap.xml",false,0,0
nsep.gov,"Department of Defense",500,"undefined",false,0,0
jccs.gov,"Department of Defense",500,"undefined",false,0,0
mypay.gov,"Department of Defense",500,"undefined",false,0,0
itc.gov,"Department of Defense",500,"undefined",false,0,0
iwtsd.gov,"Department of Defense",403,"undefined",false,0,0
ioss.gov,"Department of Defense",500,"undefined",false,0,0
iad.gov,"Department of Defense",500,"undefined",false,0,0
intelligencecareers.gov,"Department of Defense",404,"https://www.usajobs.gov/sitemap.xml",false,0,0
hive.gov,"Department of Defense",404,"https://www.hive.gov/sitemap.xml",false,0,0
fvap.gov,"Department of Defense",404,"https://www.fvap.gov/sitemap.xml",false,0,0
dc3on.gov,"Department of Defense",500,"undefined",false,0,0
defense.gov,"Department of Defense",404,"https://www.defense.gov/sitemap.xml",false,0,0
cttso.gov,"Department of Defense",404,"https://cttso.gov/sitemap.xml",false,0,0
cnss.gov,"Department of Defense",500,"undefined",false,0,0
cmts.gov,"Department of Defense",404,"https://www.cmts.gov/sitemap.xml",false,0,0
ctoc.gov,"Department of Defense",200,"https://ctoc.gov/sitemap_index.xml",true,0,0
capnhq.gov,"Department of Defense",404,"https://capnhq.gov/sitemap.xml",false,0,0
fehrm.gov,"Department of Defense",200,"https://www.fehrm.gov/sitemap-index.xml",true,0,0
altusandc.gov,"Department of Defense",500,"undefined",false,0,0
aftac.gov,"Department of Defense",500,"undefined",false,0,0
adlnet.gov,"Department of Defense",200,"https://adlnet.gov/sitemap.xml",true,972,265
xd.gov,"Department of Commerce",200,"https://www.xd.gov/",false,0,0
wwtg.gov,"Department of Commerce",200,"https://www.wwtg.gov/sitemap.xml",true,71,38
businessdefense.gov,"Department of Defense",500,"undefined",false,0,0
uspto.gov,"Department of Commerce",200,"https://www.uspto.gov/xfer-search/sitemap.xml",true,50000,20103
weather.gov,"Department of Commerce",404,"https://www.weather.gov/sitemap.xml/",false,0,0
usicecenter.gov,"Department of Commerce",200,"https://usicecenter.gov/sitemap.xml",true,424,150
tsunami.gov,"Department of Commerce",404,"https://tsunami.gov/sitemap.xml",false,0,0
trade.gov,"Department of Commerce",200,"https://www.trade.gov/sitemap.xml",true,0,0
time.gov,"Department of Commerce",404,"https://time.gov/sitemap.xml",false,0,0
techhubs.gov,"Department of Commerce",200,"https://www.eda.gov/funding/programs/regional-technology-and-innovation-hubs",false,0,3
cap.gov,"Department of Defense",500,"undefined",false,0,0
sworm.gov,"Department of Commerce",404,"https://www.sworm.gov/sitemap.xml",false,0,0
tasefiling.gov,"Department of Commerce",404,"https://tasefiling.powerappsportals.us/sitemap.xml",false,0,0
spectrum.gov,"Department of Commerce",200,"https://www.ntia.gov/other-publication/2017/federal-government-spectrum-compendium",false,0,1
standards.gov,"Department of Commerce",200,"https://www.nist.gov/standardsgov",false,0,0
spaceweather.gov,"Department of Commerce",404,"https://www.spaceweather.gov/sitemap.xml",false,0,0
stopfakes.gov,"Department of Commerce",500,"undefined",false,0,0
selectusa.gov,"Department of Commerce",200,"https://www.trade.gov/selectusa",false,0,1
spd15revision.gov,"Department of Commerce",500,"undefined",false,0,0
