domain,agency,status,redirect,https,dot_gov,www
usitcoig.gov,United States International Trade Commission,200,http://www.usitcoig.gov/,false,true,false
myusps.gov,United States Postal Service,200,http://www.myusps.gov/,false,true,false
postoffice.gov,United States Postal Service,200,http://www.postoffice.gov/,false,true,false
usgcrp.gov,United States Global Change Research Program,500,undefined,undefined,undefined,false
usps.gov,United States Postal Service,200,https://www.usps.com/,true,false,false
uspis.gov,United States Postal Service,200,https://www.uspis.gov/,true,true,true
ustda.gov,United States Trade and Development Agency,200,https://www.ustda.gov/,true,true,true
uspsinformeddelivery.gov,United States Postal Service,200,http://www.uspsinformeddelivery.gov/,false,true,false
uspsoig.gov,United States Postal Service,200,https://www.uspsoig.gov/,true,true,true
uspsinnovates.gov,United States Postal Service,200,http://www.uspsinnovates.gov/,false,true,false
purchasing.gov,United States Postal Service,500,undefined,undefined,undefined,false
ata.gov,gov Administration,500,undefined,undefined,undefined,false
domainops.gov,gov Administration,500,undefined,undefined,undefined,false
ecfc.gov,gov Administration,500,undefined,undefined,undefined,false
erpo.gov,gov Administration,500,undefined,undefined,undefined,false
fraho.gov,gov Administration,500,undefined,undefined,undefined,false
jpo.gov,gov Administration,200,http://www.jpo.gov/,false,true,false
owc.gov,gov Administration,200,http://www.owc.gov/,false,true,false
osdls.gov,gov Administration,200,http://www.osdls.gov/,false,true,false
nrpo.gov,gov Administration,200,http://www.nrpo.gov/,false,true,false
psd.gov,gov Administration,200,http://www.psd.gov/,false,true,false
pubservices.gov,gov Administration,200,http://www.pubservices.gov/,false,true,false
psup.gov,gov Administration,200,http://www.psup.gov/,false,true,false
rpo.gov,gov Administration,200,http://www.rpo.gov/,false,true,false
sc-us.gov,The Supreme Court,200,http://www.sc-us.gov/,false,true,false
fd.gov,Administrative Office of the U. S. Courts,200,http://www.fd.gov/,false,true,false
scuspd.gov,The Supreme Court,200,https://www.scuspd.gov/,true,true,true
scus.gov,The Supreme Court,200,http://www.scus.gov/,false,true,false
scinet.gov,The Supreme Court,200,http://www.scinet.gov/,false,true,false
scinet-test.gov,The Supreme Court,200,http://www.scinet-test.gov/,false,true,false
supremecourtus.gov,The Supreme Court,200,https://www.supremecourt.gov/,true,true,false
supreme-court.gov,The Supreme Court,200,http://www.supreme-court.gov/,false,true,false
bankruptcy.gov,U.S. Courts,200,https://www.uscourts.gov/services-forms/bankruptcy,true,true,false
federalcourts.gov,U.S. Courts,200,https://www.uscourts.gov/,true,true,false
supremecourt.gov,The Supreme Court,200,https://www.supremecourt.gov/,true,true,true
federalprobation.gov,U.S. Courts,200,https://www.uscourts.gov/services-forms/probation-and-pretrial-services,true,true,false
federalrules.gov,U.S. Courts,200,https://www.uscourts.gov/rules-policies,true,true,false
fjc.gov,U.S. Courts,200,https://www.fjc.gov/,true,true,true
usbankruptcy.gov,U.S. Courts,200,https://www.uscourts.gov/services-forms/bankruptcy,true,true,false
judicialconference.gov,U.S. Courts,200,https://www.uscourts.gov/about-federal-courts/governance-judicial-conference,true,true,false
cavc.gov,U.S. Courts,200,http://www.cavc.gov/,false,true,false
uscavc.gov,U.S. Courts,200,http://www.uscavc.gov/,false,true,false
uscourts.gov,U.S. Courts,200,https://www.uscourts.gov/,true,true,true
usprobation.gov,U.S. Courts,200,https://www.uscourts.gov/services-forms/probation-and-pretrial-services,true,true,false
ussc.gov,U.S. Courts,500,undefined,undefined,undefined,false
ustaxcourt.gov,U.S. Courts,200,https://ustaxcourt.gov/,true,true,false
usc.gov,U.S. Courts,200,http://www.usc.gov/,false,true,false
pacer.gov,U.S. Courts,200,https://pacer.uscourts.gov/,true,true,true
aoc.gov,Architect of the Capitol,200,https://www.aoc.gov/,true,true,true
capital.gov,Architect of the Capitol,200,https://www.aoc.gov/virtual-capitol,true,true,true
usbg.gov,Architect of the Capitol,200,https://www.usbg.gov/,true,true,true
capitol.gov,Architect of the Capitol,200,https://www.aoc.gov/virtual-capitol,true,true,true
capitalgiftshop.gov,Architect of the Capitol,200,http://www.capitalgiftshop.gov/,false,true,false
capitolgiftshop.gov,Architect of the Capitol,200,http://www.capitolgiftshop.gov/,false,true,false
uscapitol.gov,Architect of the Capitol,404,http://www.uscapitol.gov/,false,true,false
visitthecapital.gov,Architect of the Capitol,404,http://www.visitthecapital.gov/,false,true,false
uscapitolgiftshop.gov,Architect of the Capitol,404,http://uscapitolgiftshop.gov/,false,true,false
visitthecapitol.gov,Architect of the Capitol,200,https://www.visitthecapitol.gov/,true,true,true
uscapitalgiftshop.gov,Architect of the Capitol,200,http://www.uscapitalgiftshop.gov/,false,true,false
uscapitolgiftstore.gov,Architect of the Capitol,200,http://www.uscapitolgiftstore.gov/,false,true,false
cbo.gov,Congressional Budget Office,200,https://www.cbo.gov/,true,true,true
cbonews.gov,Congressional Budget Office,200,http://www.cbonews.gov/,false,true,true
solarium.gov,Cyberspace Solarium Commission,200,https://www.solarium.gov/,true,true,true
fasab.gov,Government Accountability Office,200,https://fasab.gov/,true,true,true
gao.gov,Government Accountability Office,200,https://www.gao.gov/,true,true,true
gaoinnovations.gov,Government Accountability Office,200,https://gaoinnovations.gov/,true,true,false
gaoinnovation.gov,Government Accountability Office,200,http://www.gaoinnovation.gov/,false,true,false
gaoinnovationlab.gov,Government Accountability Office,200,http://www.gaoinnovationlab.gov/,false,true,false
congressionaldirectory.gov,Government Publishing Office,200,https://www.govinfo.gov/app/collection/cdir,true,true,true
congressionalrecord.gov,Government Publishing Office,200,https://www.govinfo.gov/app/collection/crec,true,true,true
ecfr.gov,Government Publishing Office,200,https://www.ecfr.gov/,true,true,true
fdlp.gov,Government Publishing Office,200,https://fdlp.gov/,true,true,false
uscapital.gov,Architect of the Capitol,500,undefined,undefined,undefined,false
fdsys.gov,Government Publishing Office,200,https://www.govinfo.gov/about,true,true,true
federalregister.gov,Government Publishing Office,200,https://www.federalregister.gov/,true,true,true
govinfo.gov,Government Publishing Office,200,https://www.govinfo.gov/,true,true,true
eseclab.gov,Government Accountability Office,200,http://www.eseclab.gov/,false,true,false
gpo.gov,Government Publishing Office,200,https://www.gpo.gov/,true,true,true
fedreg.gov,Government Publishing Office,200,http://www.fedreg.gov/,false,true,false
housecalendar.gov,Government Publishing Office,200,https://www.govinfo.gov/app/collection/ccal,true,true,true
presidentialdocuments.gov,Government Publishing Office,200,https://www.govinfo.gov/app/collection/cpd,true,true,true
senatecalendar.gov,Government Publishing Office,200,https://www.govinfo.gov/app/collection/ccal,true,true,true
uscode.gov,Government Publishing Office,200,https://www.govinfo.gov/app/collection/uscode,true,true,true
usgovernmentmanual.gov,Government Publishing Office,200,https://usgovernmentmanual.gov/,true,true,false
africanamericanhistorymonth.gov,Library of Congress,200,https://blackhistorymonth.gov/,true,true,true
gaonet.gov,Government Accountability Office,500,undefined,undefined,undefined,false
americanmemory.gov,Library of Congress,200,https://www.loc.gov/,true,true,true
americaslibrary.gov,Library of Congress,200,https://www.loc.gov/families/,true,true,true
ofr.gov,Government Publishing Office,200,https://www.archives.gov/federal-register,true,true,true
ccb.gov,Library of Congress,200,http://ccb.gov/,false,true,false
congress.gov,Library of Congress,403,http://congress.gov/,false,true,false
copyrightclaimsboard.gov,Library of Congress,500,undefined,undefined,undefined,false
copyright.gov,Library of Congress,200,https://copyright.gov/,true,true,false
crb.gov,Library of Congress,200,https://www.crb.gov/,true,true,true
currencyreader.gov,Library of Congress,500,undefined,undefined,undefined,false
gpodev.gov,Government Publishing Office,500,undefined,undefined,undefined,false
currencyreaderapplication.gov,Library of Congress,500,undefined,undefined,undefined,false
digitalpreservation.gov,Library of Congress,200,https://digitalpreservation.gov/,true,true,false
digitizationguidelines.gov,Library of Congress,200,https://www.digitizationguidelines.gov/,true,true,true
crs.gov,Library of Congress,500,undefined,undefined,undefined,false
asianpacificheritage.gov,Library of Congress,500,undefined,undefined,undefined,false
blackhistorymonth.gov,Library of Congress,500,undefined,undefined,undefined,false
lctl.gov,Library of Congress,500,undefined,undefined,undefined,false
law.gov,Library of Congress,200,https://www.loc.gov/research-centers/law-library-of-congress/about-this-research-center/,true,true,true
libraryofcongress.gov,Library of Congress,200,https://www.loc.gov/,true,true,true
literacy.gov,Library of Congress,200,https://read.gov/,true,true,true
loc.gov,Library of Congress,200,https://loc.gov/,true,true,false
loctps.gov,Library of Congress,200,https://www.loc.gov/programs/teachers/about-this-program/teaching-with-primary-sources-partner-program/,true,true,true
hispanicheritagemonth.gov,Library of Congress,500,undefined,undefined,undefined,false
jewishheritage.gov,Library of Congress,500,undefined,undefined,undefined,false
read.gov,Library of Congress,200,https://read.gov/,true,true,false
section108.gov,Library of Congress,200,https://section108.gov/,true,true,false
tps.gov,Library of Congress,200,https://www.loc.gov/programs/teachers/about-this-program/teaching-with-primary-sources-partner-program/,true,true,true
unitedstatescongress.gov,Library of Congress,403,https://www.congress.gov/,true,true,true
uscongress.gov,Library of Congress,403,https://www.congress.gov/,true,true,true
lis.gov,Library of Congress,500,undefined,undefined,undefined,false
macpac.gov,Medicaid and CHIP Payment and Access Commission,200,https://www.macpac.gov/,true,true,true
jewishheritagemonth.gov,Library of Congress,500,undefined,undefined,undefined,false
compliance.gov,Office of Congressional Workplace Rights,200,http://compliance.gov/,false,true,false
medpac.gov,Medical Payment Advisory Commission,200,https://www.medpac.gov/,true,true,true
ocwr.gov,Office of Congressional Workplace Rights,200,https://www.ocwr.gov/,true,true,true
openworld.gov,Open World Leadership Center,200,https://www.openworld.gov/,true,true,true
stennis.gov,Stennis Center for Public Service,200,https://stennis.gov/,true,true,true
thomas.gov,Library of Congress,500,undefined,undefined,undefined,false
cecc.gov,The Legislative Branch,200,https://www.cecc.gov/,true,true,true
china-commission.gov,The Legislative Branch,500,undefined,undefined,undefined,false
chinacommission.gov,The Legislative Branch,500,undefined,undefined,undefined,false
assistantdemocraticleader.gov,The Legislative Branch,200,http://www.assistantdemocraticleader.gov/,false,true,false
csce.gov,The Legislative Branch,200,https://www.csce.gov/,true,true,true
democraticleader.gov,The Legislative Branch,200,https://democraticleader.house.gov/,true,true,true
democraticwhip.gov,The Legislative Branch,200,https://democraticwhip.house.gov/,true,true,true
coil.gov,Open World Leadership Center,400,http://www.coil.gov/,false,true,false
dems.gov,The Legislative Branch,200,https://www.dems.gov/,true,true,true
gop.gov,The Legislative Branch,200,https://www.gop.gov/,true,true,true
democrats.gov,The Legislative Branch,200,http://www.democrats.gov/,false,true,false
gopleader.gov,The Legislative Branch,200,https://www.majorityleader.gov/,true,true,true
house.gov,The Legislative Branch,200,https://www.house.gov/,true,true,true
gopwhip.gov,The Legislative Branch,200,https://www.majoritywhip.gov/,true,true,true
housedemocrats.gov,The Legislative Branch,500,undefined,undefined,undefined,false
housedems.gov,The Legislative Branch,500,undefined,undefined,undefined,false
nativeamericanheritagemonth.gov,Library of Congress,500,undefined,undefined,undefined,false
housecommunications.gov,The Legislative Branch,500,undefined,undefined,undefined,false
jct.gov,The Legislative Branch,200,https://www.jct.gov/,true,true,true
housed.gov,The Legislative Branch,200,http://www.housed.gov/,false,true,false
majorityleader.gov,The Legislative Branch,200,https://www.majorityleader.gov/,true,true,true
houselive.gov,The Legislative Branch,500,undefined,undefined,undefined,false
majoritywhip.gov,The Legislative Branch,200,https://www.majoritywhip.gov/,true,true,true
womenshistorymonth.gov,Library of Congress,500,undefined,undefined,undefined,false
minoritywhip.gov,The Legislative Branch,200,https://democraticwhip.house.gov/,true,true,true
republicanleader.gov,The Legislative Branch,200,https://www.majorityleader.gov/,true,true,true
republicanwhip.gov,The Legislative Branch,200,https://www.majoritywhip.gov/,true,true,true
ppdcecc.gov,The Legislative Branch,200,https://www.ppdcecc.gov/ppd,true,true,false
speaker.gov,The Legislative Branch,200,https://www.speaker.gov/,true,true,true
ushouse.gov,The Legislative Branch,200,http://www.ushouse.gov/,false,true,false
tmdbhouse.gov,The Legislative Branch,200,http://www.tmdbhouse.gov/,false,true,false
housenewsletters.gov,The Legislative Branch,500,undefined,undefined,undefined,false
ushr.gov,The Legislative Branch,200,http://www.ushr.gov/,false,true,false
uscp.gov,U.S. Capitol Police,200,https://www.uscp.gov/,true,true,false
america250.gov,U.S. Semiquincentennial Commission,200,https://america250.org/,true,false,true
usa250.gov,U.S. Semiquincentennial Commission,200,https://america250.org/,true,false,true
ussemiquincentennial.gov,U.S. Semiquincentennial Commission,200,https://ussemiquincentennial.gov/,true,true,false
uscc.gov,U.S.-China Economic and Security Review Commission,200,https://www.uscc.gov/,true,true,true
sen.gov,United States Senate,200,https://sen.gov/,true,true,false
senate.gov,United States Senate,200,https://www.senate.gov/,true,true,true
whdpc.gov,Western Hemisphere Drug Policy Commission,500,undefined,undefined,undefined,false
republicans.gov,The Legislative Branch,500,undefined,undefined,undefined,false
taxreform.gov,The Legislative Branch,500,undefined,undefined,undefined,false
aal.army,Department of the Army,200,https://aal.army/,true,false,false
adlnet.org,Department of Defense,200,https://www.adlnet.org/,true,false,true
3riverscfc.org,Combined Federal Campaign,200,http://3riverscfc.org/,false,false,false
academyadmissions.com,Department of Defense,200,https://www.academyadmissions.com/,true,false,true
uscapitolpolice.gov,U.S. Capitol Police,500,undefined,undefined,undefined,false
afpmb.org,Department of Defense,200,http://afpmb.org/,false,false,false
afacademy.af.edu,Department of Defense,200,http://www.afacademy.af.edu/,false,true,false
agfirst.com,Farm Credit Administration,200,https://www.agfirst.com/,true,false,true
afreserve.com,Department of the Air Force,200,https://www.airforce.com/ways-to-serve/air-force-reserve,true,false,true
afthunderbirds.com,Department of the Air Force,200,https://afthunderbirds.com/,true,false,true
agribank.com,Farm Credit Administration,200,https://www.agribank.com/,true,false,true
airdefenseartillery.com,Department of Defense,500,undefined,undefined,undefined,false
airforce.com,Department of the Air Force,200,https://www.airforce.com/,true,false,true
afnpacific.net,Department of Defense,200,https://pacific.afn.mil/,true,true,false
ajb.org,Employment and Training Administration,500,undefined,undefined,undefined,false
alaskacfc.org,Combined Federal Campaign,500,undefined,undefined,undefined,false
airspacemag.com,Smithsonian Institution,500,undefined,undefined,undefined,false
americorpsconnect.org,Corporation for National and Community Service,404,http://americorpsconnect.org/,false,false,false
amtrak.com,National Railroad Passenger Corporation,200,https://www.amtrak.com/home.html,true,false,true
alhurra.com,U.S. Agency for Global Media,200,https://www.alhurra.com/,true,false,true
armedforcessports.com,Department of Defense,200,http://armedforcessports.com/,false,false,false
armyfuturescommand.com,Department of the Army,200,https://www.army.mil/futures,true,true,true
amver.com,U.S. Coast Guard,200,https://amver.com/,true,false,false
aww.aww-sp.com,U.S. Coast Guard,500,undefined,undefined,undefined,false
askjan.org,Department of Labor,200,https://askjan.org/,true,false,true
atlanticcoastcfc.org,Combined Federal Campaign,200,http://atlanticcoastcfc.org/,false,false,false
benefeds.com,Office of Personnel Management,200,https://www.benefeds.com/,true,false,true
auxpa.org,U.S. Coast Guard Auxiliary,200,https://wow.uscgaux.info/content.php?unit=a-dept,true,false,true
bie.edu,Department of the Interior,200,https://www.bie.edu/,true,true,true
bobber.info,U.S. Army Corps of Engineers,200,http://bobber.info/,false,false,false
badgerlandcfc.org,Combined Federal Campaign,200,http://badgerlandcfc.org/,false,false,false
buyaccessible.net,General Services Administration,200,http://www.buyaccessible.net/,false,false,true
careeronestop.org,Employment and Training Administration,403,https://www.careeronestop.org/,true,false,true
capmembers.com,U.S. Air Force Auxiliary,200,https://www.gocivilairpatrol.com/,true,false,true
cdcnpin.org,Centers for Disease Control and Prevention,200,https://npin.cdc.gov/,true,true,true
cbacfc.org,Combined Federal Campaign,200,https://cbacfc.org/,true,false,true
cdse.edu,Department of Defense,200,https://www.cdse.edu/,true,true,false
cbp-ntep.info,Customs and Border Patrol,200,http://cbp-ntep.info/,false,false,false
afneurope.net,Department of Defense,500,undefined,undefined,undefined,false
centralpacfc.org,Combined Federal Campaign,200,http://centralpacfc.org/,false,false,false
centralcaliforniacfc.org,Combined Federal Campaign,200,http://centralcaliforniacfc.org/,false,false,false
centraltexascfc.org,Combined Federal Campaign,200,http://centraltexascfc.org/,false,false,false
cfcaaga.org,Combined Federal Campaign,200,http://cfcaaga.org/,false,false,false
cf-cfc.org,Combined Federal Campaign,200,http://cf-cfc.org/,false,false,false
cfc-centralok.org,Combined Federal Campaign,200,http://cfc-centralok.org/,false,false,false
careerinfonet.org,Employment and Training Administration,500,undefined,undefined,undefined,false
cfcaz.org,Combined Federal Campaign,200,http://cfcaz.org/,false,false,false
cfccoastalga.org,Combined Federal Campaign,200,http://cfccoastalga.org/,false,false,false
cfcgive.org,Combined Federal Campaign,200,https://cfcgive.org/,true,false,true
cfcforthood.org,Combined Federal Campaign,200,http://cfcforthood.org/,false,false,false
cfcmaine.org,Combined Federal Campaign,200,https://www.cfcmaine.org/,true,false,true
cfcgno.org,Combined Federal Campaign,200,http://cfcgno.org/,false,false,false
cfcgreaternc.org,Combined Federal Campaign,200,http://cfcgreaternc.org/,false,false,false
cfcindiana.org,Combined Federal Campaign,200,http://cfcindiana.org/,false,false,false
cfcgreaterarkansas.org,Combined Federal Campaign,200,http://cfcgreaterarkansas.org/,false,false,false
cfcmidsouth.org,Combined Federal Campaign,200,http://cfcmidsouth.org/,false,false,false
cfcnca.org,Combined Federal Campaign,200,https://givecfc.org/,true,false,true
cfcmontereysantacruz.org,Combined Federal Campaign,200,http://cfcmontereysantacruz.org/,false,false,false
cfcnnj.org,Combined Federal Campaign,200,http://cfcnnj.org/,false,false,false
cfcnps.org,Combined Federal Campaign,200,http://cfcnps.org/,false,false,false
cfcnorthtexas.org,Combined Federal Campaign,200,http://cfcnorthtexas.org/,false,false,false
cfcofcva.org,Combined Federal Campaign,200,http://cfcofcva.org/,false,false,false
cfcofgreatersocal.org,Combined Federal Campaign,200,https://hbgauthority.com/,true,false,true
cfcofthecsra.org,Combined Federal Campaign,200,http://cfcofthecsra.org/,false,false,false
cfcshr.org,Combined Federal Campaign,403,https://cfcshr.org/,true,false,false
cfcsanantonio.org,Combined Federal Campaign,200,http://cfcsanantonio.org/,false,false,false
cfcsemi.org,Combined Federal Campaign,200,http://cfcsemi.org/,false,false,false
cfcsnj.org,Combined Federal Campaign,200,http://cfcsnj.org/,false,false,false
cfcvp.org,Combined Federal Campaign,200,https://www.cfcvp.org/,true,false,true
cfcnexus.org,Combined Federal Campaign,500,undefined,undefined,undefined,false
cfctexasgulfcoast.org,Combined Federal Campaign,200,http://cfctexasgulfcoast.org/,false,false,false
cfcwesternmichigan.org,Combined Federal Campaign,200,http://cfcwesternmichigan.org/,false,false,false
cfcwesternmontana.org,Combined Federal Campaign,200,http://cfcwesternmontana.org/,false,false,false
cfcwnc.com,Combined Federal Campaign,200,http://cfcwnc.com/,false,false,false
cgaux.org,U.S. Coast Guard Auxiliary,200,https://cgaux.org/,true,false,false
cfcredrivervalley.org,Combined Federal Campaign,500,undefined,undefined,undefined,false
cge.concursolutions.com,General Services Administration,200,https://cge.concursolutions.com/,true,false,false
cga.edu,U.S. Coast Guard,409,http://cga.edu/,false,true,false
chemcatbio.org,Department of Energy,200,https://www.chemcatbio.org/home,true,false,true
chattanoogacfc.org,Combined Federal Campaign,200,http://chattanoogacfc.org/,false,false,false
chicagofed.org,Federal Reserve Board,200,https://www.chicagofed.org/,true,false,true
chicagocfc.net,Combined Federal Campaign,200,http://www.chicagocfc.net/,false,false,false
cidi.org,U.S. Agency for International Development,200,https://www.cidi.org/,true,false,true
clevelandfed.org,Federal Reserve Board,200,https://www.clevelandfed.org/,true,false,true
coastalbendareacfc.org,Combined Federal Campaign,200,http://coastalbendareacfc.org/,false,false,false
cfe-dmha.org,Department of Defense,500,undefined,undefined,undefined,false
cobank.com,Farm Credit Administration,200,https://cobank.com/,true,false,false
coastalcarolinacfc.org,Combined Federal Campaign,200,http://coastalcarolinacfc.org/,false,false,false
commissaries.com,Defense Commissary Agency,500,undefined,undefined,undefined,false
cipm.info,National Science Foundation,200,https://cipm.ncsu.edu/,true,true,false
cooperhewitt.org,Smithsonian Institution,200,https://www.cooperhewitt.org/,true,false,true
columbusbenningcfc.org,Combined Federal Campaign,200,http://columbusbenningcfc.org/,false,false,false
clu-in.org,Environmental Protection Agency,500,undefined,undefined,undefined,false
cldcentral.usalearning.net,Office of Personnel Management,200,http://www.cldcentral.usalearning.net/,false,false,false
cybercemetery.unt.edu,Quasigovernmental,200,https://digital.library.unt.edu/explore/collections/GDCC/,true,true,true
ctandwmacfc.org,Combined Federal Campaign,200,http://ctandwmacfc.org/,false,false,false
cowvcfc.org,Combined Federal Campaign,200,http://cowvcfc.org/,false,false,false
cvand29palmscfc.org,Combined Federal Campaign,200,http://cvand29palmscfc.org/,false,false,false
d13cgaux.com,U.S. Coast Guard Auxiliary,200,http://d13cgaux.com/,false,false,false
defensetv.tv,Department of Defense,500,undefined,undefined,undefined,false
d11nuscgaux.info,U.S. Coast Guard Auxiliary,200,https://wow.uscgaux.info/content.php?unit=113,true,false,true
dallasfed.org,Federal Reserve Board,200,https://www.dallasfed.org/,true,false,true
deamuseum.org,Drug Enforcement Agency,200,https://museum.dea.gov/,true,true,true
cooperativepatentclassification.org,U.S. Patent and Trademark Office,200,https://www.cooperativepatentclassification.org/home,true,false,false
dodccrp.org,Department of Defense,200,http://dodccrp.org/,false,false,false
dodsbir.net,Department of Defense,200,https://www.dodsbir.net/,true,false,true
dfwmetroplexcfc.org,Combined Federal Campaign,200,http://dfwmetroplexcfc.org/,false,false,false
dodea.edu,Department of Defense,200,https://www.dodea.edu/,true,true,true
e2.gov.cwtsatotravel.com,General Services Administration,500,undefined,undefined,undefined,false
dodstarbase.org,Department of Defense,200,https://dodstarbase.org/,true,false,true
dvidshub.net,Department of Defense,200,https://www.dvidshub.net/,true,false,true
dvbic.org,Department of Defense,200,http://dvbic.org/,false,false,false
earthsystemmodeling.org,National Aeronautics and Space Administration,200,http://earthsystemmodeling.org/,false,false,true
elcivicsonline.org,Department of Education,200,https://elcivicsonline.org/,true,false,true
earthkam.ucsd.edu,National Aeronautics and Space Administration,200,http://earthkam.ucsd.edu/,false,true,false
easternmasscfc.org,Combined Federal Campaign,200,http://easternmasscfc.org/,false,false,false
epa.maps.arcgis.com,Environmental Protection Agency,500,undefined,undefined,undefined,false
efts.scportal.us,Department of Defense,200,http://efts.scportal.us/,false,false,false
epancic.org,Environmental Protection Agency,200,http://epancic.org/,false,false,false
dhs-summit.us,Department of Homeland Security,500,undefined,undefined,undefined,false
epcfc.org,Combined Federal Campaign,200,http://epcfc.org/,false,false,false
escarosacfc.org,Combined Federal Campaign,200,http://escarosacfc.org/,false,false,false
enviroflash.info,Environmental Protection Agency,200,http://www.enviroflash.info/,false,false,false
fairhousingfirst.org,Department of Housing and Urban Development,200,https://www.hud.gov/program_offices/fair_housing_equal_opp/accessibility_first_home,true,true,true
fanniemae.com,Federal National Mortgage Association,200,https://www.fanniemae.com/,true,false,true
epaosc.org,Environmental Protection Agency,500,undefined,undefined,undefined,false
farmcreditbank.com,Farm Credit Administration,200,https://www.farmcreditbank.com/,true,false,true
farmermac.com,Federal Agricultural Mortgage Corporation,200,https://www.farmermac.com/,true,false,true
ertsupport.org,Environmental Protection Agency,500,undefined,undefined,undefined,false
fd.org,U.S. Courts,200,https://fd.org/,true,false,false
ertvideo.org,Environmental Protection Agency,500,undefined,undefined,undefined,false
federalrelay.us,General Services Administration,200,https://www.federalrelay.us/,true,false,true
fbiacademy.edu,Federal Bureau of Investigation,200,http://www.fbiacademy.edu/,false,true,false
federallabs.org,Interagency Collaboration,200,https://federallabs.org/,true,false,true
federalreserveeducation.org,Federal Reserve Board,200,https://www.federalreserveeducation.org/,true,false,false
fhlb-pgh.com,Interagency Collaboration,200,https://www.fhlb-pgh.com/,true,false,true
fhlb.com,Interagency Collaboration,200,https://www.fhlb.com/,true,false,true
fhlbboston.com,Interagency Collaboration,200,https://www.fhlbboston.com/fhlbank-boston,true,false,false
fhlbatl.com,Interagency Collaboration,200,https://corp.fhlbatl.com/,true,false,false
fhlbc.com,Interagency Collaboration,200,https://www.fhlbc.com/,true,false,true
fhlbanks.com,Interagency Collaboration,200,https://fhlbanks.com/,true,false,true
fhlbdm.com,Interagency Collaboration,200,https://fhlbdm.com/,true,false,false
fhlbcin.com,Interagency Collaboration,200,https://www.fhlbcin.com/my.logout.php3?errorcode=19,true,false,false
fhlb-of.com,Interagency Collaboration,200,https://fhlb-of.com/ofweb_userWeb/pageBuilder/home,true,false,false
fhlbsea.com,Interagency Collaboration,200,http://fhlbsea.com/,false,false,false
fcc.us,Federal Communications Commission,500,undefined,undefined,undefined,false
fhlbny.com,Interagency Collaboration,200,https://www.fhlbny.com/,true,false,true
fhlbi.com,Interagency Collaboration,200,https://www.fhlbi.com/,true,false,true
firelab.org,U.S. Forest Service,200,https://firelab.org/,true,false,false
fmjfee.com,U.S. Citizenship and Immigration Service,200,https://fmjfee.com/,true,false,false
fhlbtopeka.com,Interagency Collaboration,200,https://www.fhlbtopeka.com/,true,false,true
fhlbsf.com,Interagency Collaboration,200,https://fhlbsf.com/home-page,true,false,false
findtbresources.org,Centers for Disease Control and Prevention,200,https://findtbresources.org/,true,false,false
forestryimages.org,U.S. Forest Service,200,https://www.forestryimages.org/index.cfm,true,false,false
freddiemac.com,Federal Home Loan Mortgage Corporation,200,https://www.freddiemac.com/,true,false,true
freefilefillableforms.com,Internal Revenue Service,200,https://www.irs.gov/e-file-providers/free-file-fillable-forms,true,true,true
frbsf.org,Federal Reserve Board,200,https://www.frbsf.org/,true,false,true
gatewaycfc.org,Combined Federal Campaign,500,undefined,undefined,undefined,false
fsafeds.com,Office of Personnel Management,200,https://fsafeds.com/,true,false,false
getsmartaboutdrugs.com,Drug Enforcement Agency,200,https://www.getsmartaboutdrugs.gov/,true,true,true
genomereference.org,Department of Health and Human Services,200,https://www.ncbi.nlm.nih.gov/grc,true,true,true
ftcampbellareacfc.org,Combined Federal Campaign,200,http://ftcampbellareacfc.org/,false,false,false
goang.com,Department of the Air Force,200,https://www.airforce.com/ways-to-serve/air-national-guard,true,false,true
goarmy.com,Department of the Army,200,https://www.goarmy.com/,true,false,true
gocivilairpatrol.com,U.S. Air Force Auxiliary,200,https://www.gocivilairpatrol.com/,true,false,true
godirect.org,Federal Reserve Board,200,https://godirect.gov/gpw/,true,true,true
gocoastguard.com,U.S. Coast Guard,200,https://www.gocoastguard.com/,true,false,true
gopcfc.org,Combined Federal Campaign,200,http://gopcfc.org/,false,false,false
greaterhartfordcfc.org,Combined Federal Campaign,200,http://greaterhartfordcfc.org/,false,false,false
greaterwicfc.org,Combined Federal Campaign,200,http://greaterwicfc.org/,false,false,false
greatermscfc.org,Combined Federal Campaign,200,http://greatermscfc.org/,false,false,false
glnpo.net,Environmental Protection Agency,200,http://www.glnpo.net/,false,false,false
greencountrycfc.org,Combined Federal Campaign,200,http://greencountrycfc.org/,false,false,false
heartlandcfc.org,Combined Federal Campaign,200,https://heartlandcfc.org/,true,false,false
heartofthemidlandscfc.org,Combined Federal Campaign,200,http://heartofthemidlandscfc.org/,false,false,false
heartofalabamacfc.org,Combined Federal Campaign,200,http://heartofalabamacfc.org/,false,false,false
hubblesite.org,National Aeronautics and Space Administration,403,https://hubblesite.org/,true,false,false
homelandsecurity.conferenceon.tv,Department of Homeland Security,200,http://homelandsecurity.conferenceon.tv/,false,false,false
hsdl.org,Department of Homeland Security,200,https://www.hsdl.org/c/,true,false,true
hudhomestore.com,Department of Housing and Urban Development,200,https://www.hudhomestore.gov/,true,true,true
hudexchange.info,Department of Housing and Urban Development,404,https://www.hudexchange.info/,true,false,true
huduser.org,Department of Housing and Urban Development,500,undefined,undefined,undefined,false
iipdigital.ait.org.tw,Department of State,500,undefined,undefined,undefined,false
hudnsphelp.info,Department of Housing and Urban Development,200,http://hudnsphelp.info/,false,false,true
